concertNumber,Date,Location,Time,Venue,eventType,season,programID,orchestra,id
20330,2011-12-06T05:00:00Z,"Manhattan, NY",8:30PM,Doubles Club at the Sherry Netherland Hotel,Private Concert,2011-12,11887,Musicians from the New York Philharmonic,de7cbb67-4e0c-4f30-801a-168faaf5c93e
20331,2011-12-07T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11647,New York Philharmonic,78fac947-f2a5-4219-821e-1e28321462e4
20332,2011-12-08T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11647,New York Philharmonic,78fac947-f2a5-4219-821e-1e28321462e4
20333,2011-12-09T05:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11647,New York Philharmonic,78fac947-f2a5-4219-821e-1e28321462e4
20334,2011-12-10T05:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11647,New York Philharmonic,78fac947-f2a5-4219-821e-1e28321462e4
20335,2011-12-11T05:00:00Z,"Manhattan, NY",3:00PM,Avery Fisher Hall,Holiday Brass,2011-12,12017,Musicians from the New York Philharmonic,198da059-ec36-4780-ab1f-c76dafbb9d25
20336,2011-12-13T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11648,New York Philharmonic,91a0e8a5-2ccd-431b-8c23-3fd2b33f594e
20337,2011-12-14T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11648,New York Philharmonic,91a0e8a5-2ccd-431b-8c23-3fd2b33f594e
20338,2011-12-15T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11648,New York Philharmonic,91a0e8a5-2ccd-431b-8c23-3fd2b33f594e
20339,2011-12-16T05:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Subscription Season,2011-12,11648,New York Philharmonic,91a0e8a5-2ccd-431b-8c23-3fd2b33f594e
20340,2011-12-16T05:00:00Z,"Manhattan, NY",7:00PM,Metropolitan Museum of Art,Contact!,2011-12,11649,New York Philharmonic,b4208205-c99b-4429-a99d-4a1cd370d22f
20341,2011-12-17T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11968,New York Philharmonic,b9182e89-fb90-4df6-bd64-3befd8d128ba
20342,2011-12-17T05:00:00Z,"Manhattan, NY",8:00PM,Symphony Space,Contact!,2011-12,11967,New York Philharmonic,e0763ab5-87f2-4b24-80ed-8897b50735ca
20343,2011-12-28T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11664,New York Philharmonic,1df47b79-855c-47c6-951a-bb400175f916
20344,2011-12-29T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11664,New York Philharmonic,1df47b79-855c-47c6-951a-bb400175f916
20345,2011-12-30T05:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11664,New York Philharmonic,1df47b79-855c-47c6-951a-bb400175f916
20346,2011-12-31T05:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,New Year's Eve,2011-12,11665,New York Philharmonic,f9019193-122e-4a41-9fba-678b250f50e2
20347,2012-01-04T05:00:00Z,"Manhattan, NY",6:45PM,Avery Fisher Hall,Rush Hour,2011-12,11684,New York Philharmonic,b0481652-63f2-4491-8d93-00dfddc35fc4
20348,2012-01-05T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11685,New York Philharmonic,9ed1c57e-d67f-4576-9516-cd2099db2a8e
20349,2012-01-07T05:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11685,New York Philharmonic,9ed1c57e-d67f-4576-9516-cd2099db2a8e
20350,2012-01-10T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11685,New York Philharmonic,9ed1c57e-d67f-4576-9516-cd2099db2a8e
20351,2012-01-06T05:00:00Z,"Greenvale, NY",8:00PM,Tilles Center for the Performing Arts (Main),Runout,2011-12,13576,New York Philharmonic,ec13e79c-cb0c-436e-a3aa-a4f8283f6ff5
20352,2012-01-12T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11687,New York Philharmonic,8704c71f-fe82-4665-a24e-e90955e9cd9a
20353,2012-01-13T05:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11687,New York Philharmonic,8704c71f-fe82-4665-a24e-e90955e9cd9a
20354,2012-01-14T05:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11687,New York Philharmonic,8704c71f-fe82-4665-a24e-e90955e9cd9a
20355,2012-01-15T05:00:00Z,"Manhattan, NY",3:00PM,Merkin Concert Hall,Chamber,2011-12,11758,NY Philharmonic Ensembles,efd1c12b-3811-4480-9823-3ecdf76ed266
20356,2012-01-18T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11688,New York Philharmonic,479edd4a-e175-4d09-b824-01b6f6698686
20357,2012-01-20T05:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11688,New York Philharmonic,479edd4a-e175-4d09-b824-01b6f6698686
20358,2012-01-21T05:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11688,New York Philharmonic,479edd4a-e175-4d09-b824-01b6f6698686
20359,2012-01-19T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11972,New York Philharmonic,8e6189e4-7824-44cf-a24d-8f48834e10a3
20360,2012-01-22T05:00:00Z,"Manhattan, NY",3:00PM,Avery Fisher Hall,Chamber,2011-12,11689,NYP Presentation,97540b51-bc92-443a-b6ef-b2ba510b7d55
20361,2012-01-22T05:00:00Z,"Manhattan, NY",12:30PM,Merkin Concert Hall,Very Young People's Concert,2011-12,11989,Musicians from the New York Philharmonic,3b21b5e9-21c2-4b94-9a2c-a86986098e1f
20362,2012-01-22T05:00:00Z,"Manhattan, NY",3:00PM,Merkin Concert Hall,Very Young People's Concert,2011-12,11989,Musicians from the New York Philharmonic,3b21b5e9-21c2-4b94-9a2c-a86986098e1f
20363,2012-01-23T05:00:00Z,"Manhattan, NY",10:30AM,Merkin Concert Hall,Very Young People's Concert,2011-12,11989,Musicians from the New York Philharmonic,3b21b5e9-21c2-4b94-9a2c-a86986098e1f
20364,2012-01-24T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Non-Subscription,2011-12,11691,New York Philharmonic,f93d2d24-4a11-478f-b4ed-0daaebd51fea
20365,2012-01-26T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11690,New York Philharmonic,55d27917-27cc-44d0-adc3-84e7c83f987f
20366,2012-01-27T05:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11690,New York Philharmonic,55d27917-27cc-44d0-adc3-84e7c83f987f
20367,2012-01-28T05:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11690,New York Philharmonic,55d27917-27cc-44d0-adc3-84e7c83f987f
20368,2012-02-02T05:00:00Z,"Cologne, GERMANY",8:00PM,Kölner Philharmonie,Tour,2011-12,11692,New York Philharmonic,f95a7801-aea2-48be-8bb0-74473b5e30cd
20369,2012-02-03T05:00:00Z,"Luxembourg, LUXEMBOURG",8:00PM,Philharmonie Luxembourg (Joséphine-Charlotte),Tour,2011-12,11693,New York Philharmonic,b30441fa-f76f-4ec4-b6ad-20a39afcc36c
20370,2012-02-04T05:00:00Z,"Luxembourg, LUXEMBOURG",8:00PM,Philharmonie Luxembourg (Joséphine-Charlotte),Tour,2011-12,11977,New York Philharmonic,6a050867-7e02-45f1-a337-a59179b3196d
20371,2012-02-06T05:00:00Z,"Paris, FRANCE",8:00PM,Salle Pleyel,Tour,2011-12,11976,New York Philharmonic,53b8910b-8057-4a76-ab4c-7e3e1a20f993
20372,2012-02-07T05:00:00Z,"Paris, FRANCE",8:00PM,Salle Pleyel,Tour,2011-12,11694,New York Philharmonic,be512a70-6b0b-48db-abe5-c53454ebbcec
20373,2012-02-08T05:00:00Z,"Frankfurt, GERMANY",8:00PM,Alte Oper,Tour,2011-12,13331,New York Philharmonic,95c35f94-0d26-4c19-8adc-09d9a0c031c1
20374,2012-02-09T05:00:00Z,"Frankfurt, GERMANY",8:00PM,Alte Oper,Tour,2011-12,11978,New York Philharmonic,2e48a9c3-f475-4a65-954e-32e7cdd5b038
20375,2012-02-11T05:00:00Z,"Dusseldorf, GERMANY",8:00PM,Tonhalle,Tour,2011-12,11697,New York Philharmonic,16ecf34b-aa05-433c-b3de-c49375db6c8e
20376,2012-02-13T05:00:00Z,"Amsterdam, NETHERLANDS",8:15PM,Concertgebouw,Tour,2011-12,13329,New York Philharmonic,f35a774e-00ca-4a24-94dd-e9cbb94236de
20377,2012-02-14T05:00:00Z,"Amsterdam, NETHERLANDS",8:15PM,Concertgebouw,Tour,2011-12,13330,New York Philharmonic,9f1fa79b-8472-43d6-a1bd-06f75ad9128a
20378,2012-02-15T05:00:00Z,"London, ENGLAND",None,Winfield House,Tour - Chamber,2011-12,12014,Musicians from the New York Philharmonic,45fd5e94-c387-43c2-bf1f-5382e7162246
20379,2012-02-16T05:00:00Z,"London, ENGLAND",7:30PM,Barbican Centre,Tour,2011-12,11695,New York Philharmonic,4df53dcb-ac24-418a-a5eb-aa9a04987643
20380,2012-02-17T05:00:00Z,"London, ENGLAND",7:30PM,Barbican Centre,Tour,2011-12,11696,New York Philharmonic,6a9de4cd-71d6-4068-86cd-8a4a5330659d
20381,2012-02-18T05:00:00Z,"London, ENGLAND",4:00PM,Barbican Centre,Tour - Young People's Concert,2011-12,11698,New York Philharmonic,28cca61e-f670-4ff1-bac7-bb27edff6844
20382,2012-02-18T05:00:00Z,"London, ENGLAND",7:30PM,Barbican Centre,Tour,2011-12,11979,New York Philharmonic,fe65fa5c-f261-413b-b9ae-439acd4fbe13
20383,2012-02-23T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11699,New York Philharmonic,6e0157b2-76be-4ee6-9d95-67e9efdfd13d
20384,2012-02-25T05:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11699,New York Philharmonic,6e0157b2-76be-4ee6-9d95-67e9efdfd13d
20385,2012-02-28T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11699,New York Philharmonic,6e0157b2-76be-4ee6-9d95-67e9efdfd13d
20386,2012-02-24T05:00:00Z,"Philadelphia, PA",8:00PM,Verizon Hall at Kimmel Center,Runout,2011-12,13577,New York Philharmonic,cd12003e-77c7-427b-a0fd-0ad22d0bfc84
20387,2012-02-26T05:00:00Z,"Manhattan, NY",12:30PM,Merkin Concert Hall,Very Young People's Concert,2011-12,12503,Musicians from the New York Philharmonic,aa651042-f87c-49a4-8f66-e3febfb905b3
20388,2012-02-26T05:00:00Z,"Manhattan, NY",3:00PM,Merkin Concert Hall,Very Young People's Concert,2011-12,12503,Musicians from the New York Philharmonic,aa651042-f87c-49a4-8f66-e3febfb905b3
20389,2012-02-27T05:00:00Z,"Manhattan, NY",10:30AM,Merkin Concert Hall,Very Young People's Concert,2011-12,12503,Musicians from the New York Philharmonic,aa651042-f87c-49a4-8f66-e3febfb905b3
20390,2012-03-01T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11701,New York Philharmonic,74cbca4c-ba34-42b5-a018-94f77488d73f
20391,2012-03-02T05:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Subscription Season,2011-12,11701,New York Philharmonic,74cbca4c-ba34-42b5-a018-94f77488d73f
20392,2012-03-03T05:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11701,New York Philharmonic,74cbca4c-ba34-42b5-a018-94f77488d73f
20393,2012-03-06T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11701,New York Philharmonic,74cbca4c-ba34-42b5-a018-94f77488d73f
20394,2012-03-08T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11702,New York Philharmonic,847ca9fa-18ba-44d5-a16b-4c59372f32d9
20395,2012-03-10T05:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11702,New York Philharmonic,847ca9fa-18ba-44d5-a16b-4c59372f32d9
20396,2012-03-13T04:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11702,New York Philharmonic,847ca9fa-18ba-44d5-a16b-4c59372f32d9
20397,2012-03-09T05:00:00Z,"Newark, NJ",8:00PM,Prudential Hall,Runout,2011-12,13578,New York Philharmonic,be26c8a7-b7eb-4625-b35e-429b8605fb55
20398,2012-03-15T04:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11700,New York Philharmonic,6ae1184d-6a78-4bb3-878e-c9a32b435ccc
20399,2012-03-16T04:00:00Z,"Manhattan, NY",11:00AM,Avery Fisher Hall,Subscription Season,2011-12,11700,New York Philharmonic,6ae1184d-6a78-4bb3-878e-c9a32b435ccc
20400,2012-03-17T04:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11700,New York Philharmonic,6ae1184d-6a78-4bb3-878e-c9a32b435ccc
20401,2012-03-20T04:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11700,New York Philharmonic,6ae1184d-6a78-4bb3-878e-c9a32b435ccc
20402,2012-03-17T04:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Young People's Concert,2011-12,11703,New York Philharmonic,6c156c77-84e5-4148-8de4-578b5686ef7f
20403,2012-03-22T04:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11704,New York Philharmonic,f11baecd-59e8-4c27-bb1d-44af8d0c14cb
20404,2012-03-23T04:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Subscription Season,2011-12,11704,New York Philharmonic,f11baecd-59e8-4c27-bb1d-44af8d0c14cb
20405,2012-03-24T04:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11704,New York Philharmonic,f11baecd-59e8-4c27-bb1d-44af8d0c14cb
20406,2012-03-25T04:00:00Z,"Manhattan, NY",12:30PM,Merkin Concert Hall,Very Young People's Concert,2011-12,12010,Musicians from the New York Philharmonic,e546de35-a6a8-40a6-a952-4535353cfb40
20407,2012-03-25T04:00:00Z,"Manhattan, NY",3:00PM,Merkin Concert Hall,Very Young People's Concert,2011-12,12010,Musicians from the New York Philharmonic,e546de35-a6a8-40a6-a952-4535353cfb40
20408,2012-03-26T04:00:00Z,"Manhattan, NY",10:30AM,Merkin Concert Hall,Very Young People's Concert,2011-12,12010,Musicians from the New York Philharmonic,e546de35-a6a8-40a6-a952-4535353cfb40
20409,2012-03-26T04:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Pension Fund Benefit Concert,2011-12,11890,New York Philharmonic,ada3a045-22d3-4e01-be76-8cce2839b43f
20410,2012-03-27T04:00:00Z,"Manhattan, NY",6:30PM,New York Institute of Technology Broadway Auditorium,Insight Series,2011-12,13741,NYP Presentation,6f8729e0-d716-40b8-83e0-369057c1c01f
20411,2012-03-28T04:00:00Z,"Manhattan, NY",6:45PM,Avery Fisher Hall,Rush Hour,2011-12,11706,New York Philharmonic,a4c7355e-07ca-490a-8bd1-dd13552a1122
20412,2012-03-29T04:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11705,New York Philharmonic,69ba1d45-788b-4ddc-8e2e-99b7090f0fbf
20413,2012-03-30T04:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11705,New York Philharmonic,69ba1d45-788b-4ddc-8e2e-99b7090f0fbf
20414,2012-03-31T04:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11705,New York Philharmonic,69ba1d45-788b-4ddc-8e2e-99b7090f0fbf
20415,2012-04-10T04:00:00Z,"Manhattan, NY",7:00PM,The Stanley H. Kaplan Penthouse,Chamber Concert (Private),2011-12,12006,Musicians from the New York Philharmonic,13530ff8-60f3-4d60-8a08-c95eaee2ec65
20416,2012-04-12T04:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11707,New York Philharmonic,8589f9fe-9ac9-4984-bd61-b437d9adebb0
20417,2012-04-13T04:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11994,New York Philharmonic,39419fb3-9a07-4662-9bd7-c7390c95f05d
20418,2012-04-14T04:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Young People's Concert,2011-12,11708,New York Philharmonic,b171a400-a9ca-458c-9481-31f89f5d834c
20419,2012-04-14T04:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11998,New York Philharmonic,32c6a8f2-2157-4b19-a2e4-951f3a560a42
20420,2012-04-15T04:00:00Z,"Manhattan, NY",3:00PM,Merkin Concert Hall,Chamber,2011-12,11759,NY Philharmonic Ensembles,ff4d6c86-eb61-4fad-b6b5-a8553212f752
20421,2012-04-17T04:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11999,New York Philharmonic,ce466b5d-6fa5-4205-883c-0c11548b7170
20422,2012-04-18T04:00:00Z,"Manhattan, NY",7:00PM,The Stanley H. Kaplan Penthouse,Chamber Concert (Private),2011-12,11886,Musicians from the New York Philharmonic,aa643a97-9b6e-4ea6-8bed-fa9ac1279715
20423,2012-04-18T04:00:00Z,"Manhattan, NY",None,Alice Tully Hall,Special,2011-12,12013,Members of NY Philharmonic,8e3400c6-1f34-4eb5-ae40-68c7501fe892
20424,2012-04-19T04:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11709,New York Philharmonic,8ff107a3-ca9f-47ec-b6ad-5894d4de2eaf
20425,2012-04-20T04:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11709,New York Philharmonic,8ff107a3-ca9f-47ec-b6ad-5894d4de2eaf
20426,2012-04-21T04:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11709,New York Philharmonic,8ff107a3-ca9f-47ec-b6ad-5894d4de2eaf
20427,2012-04-23T04:00:00Z,"Manhattan, NY",7:00PM,Brick Church,Chamber Concert (Private),2011-12,11884,Musicians from the New York Philharmonic,9c3fe532-fd99-4ca3-9e99-4d9e07ac3859
20428,2012-04-25T04:00:00Z,"Manhattan, NY",6:45PM,Avery Fisher Hall,Rush Hour,2011-12,11711,New York Philharmonic,f760ecaa-97fc-4214-b6bf-97041ed57430
20429,2012-04-26T04:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11710,New York Philharmonic,892c6e33-9505-49e9-b313-f6664f9fe15e
20430,2012-04-27T04:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Subscription Season,2011-12,11710,New York Philharmonic,892c6e33-9505-49e9-b313-f6664f9fe15e
20431,2012-04-28T04:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11710,New York Philharmonic,892c6e33-9505-49e9-b313-f6664f9fe15e
20432,2012-04-30T04:00:00Z,"Manhattan, NY",7:00PM,The Stanley H. Kaplan Penthouse,Chamber Concert (Private),2011-12,12007,Musicians from the New York Philharmonic,c20c50a1-5e4f-4870-a011-0268368111b7
20433,2012-05-02T04:00:00Z,"Manhattan, NY",8:00PM,Carnegie Hall,Special,2011-12,11712,New York Philharmonic,c0c42c43-9353-4bb0-9806-805cdaa195a4
20434,2012-05-03T04:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11713,New York Philharmonic,fd3a6e3b-8237-48c4-b0ff-2fae749fd6e7
20435,2012-05-04T04:00:00Z,"Manhattan, NY",11:00AM,Avery Fisher Hall,Subscription Season,2011-12,11713,New York Philharmonic,fd3a6e3b-8237-48c4-b0ff-2fae749fd6e7
20436,2012-05-05T04:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11713,New York Philharmonic,fd3a6e3b-8237-48c4-b0ff-2fae749fd6e7
20437,2012-05-08T04:00:00Z,"Costa Mesa, CA",8:00PM,Segerstrom Concert Hall (Renée and Henry),Tour,2011-12,11714,New York Philharmonic,9a7650d1-e5e3-4c7b-8fd2-34894ecb0507
20438,2012-05-09T04:00:00Z,"Los Angeles, CA",8:00PM,Walt Disney Concert Hall,Tour,2011-12,11715,New York Philharmonic,ea43ddf4-cb2a-41cf-8525-e447d49bf15e
20439,2012-05-10T04:00:00Z,"Santa Barbara, CA",8:00PM,Granada Theater,Tour,2011-12,11716,New York Philharmonic,af75f2d7-bfd8-4b99-aba8-c5d16f1fad80
20440,2012-05-12T04:00:00Z,"Davis, California",8:00PM,Jackson Hall,Tour,2011-12,12001,New York Philharmonic,857faf42-391f-4633-b15f-2efe36926f3c
20441,2012-05-13T04:00:00Z,"San Francisco, CA",7:00PM,Davies Symphony Hall,Tour,2011-12,12000,New York Philharmonic,17da06e4-cf22-4b9a-8e31-50ff23446f95
20442,2012-05-14T04:00:00Z,"San Francisco, CA",8:00PM,Davies Symphony Hall,Tour,2011-12,11718,New York Philharmonic,ef4be981-c91a-4108-a0d6-dbdb72d8c02d
20443,2012-05-15T04:00:00Z,"San Diego, CA",8:00PM,Copley Symphony Hall,Tour,2011-12,11719,New York Philharmonic,7f05f90e-e293-4c0b-a7c7-6b009dea6222
20444,2012-05-19T04:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Saturday Matinee,2011-12,11720,New York Philharmonic,7c070ebc-dd5e-4add-8a77-1fb22063b533
20445,2012-05-19T04:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11721,New York Philharmonic,899eabad-bb1d-4678-9e3c-e66003e8442e
20446,2012-05-22T04:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11721,New York Philharmonic,899eabad-bb1d-4678-9e3c-e66003e8442e
20447,2012-05-26T04:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11721,New York Philharmonic,899eabad-bb1d-4678-9e3c-e66003e8442e
20448,2012-05-23T04:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Pension Fund Benefit Concert,2011-12,11722,New York Philharmonic,15784b08-03f4-4832-9805-b2bb2d8c4813
20449,2012-05-24T04:00:00Z,"Manhattan, NY",7:30PM,Neue Galerie,Chamber Concert (Private),2011-12,12012,NYP Presentation,bf21e7d7-87d2-451f-9056-1508138f6cdf
20450,2012-05-24T04:00:00Z,"Manhattan, NY",12:00PM,Avery Fisher Hall,Young People's Concerts for Schools,2011-12,11996,New York Philharmonic,4949712f-d4fa-4595-a0cd-6de34737cb37
20451,2012-05-24T04:00:00Z,"Manhattan, NY",10:30AM,Avery Fisher Hall,Young People's Concerts for Schools,2011-12,11723,New York Philharmonic,de78d225-098a-419b-923f-e5f7318c8e9d
20452,2012-05-25T04:00:00Z,"Manhattan, NY",12:00PM,Avery Fisher Hall,Young People's Concerts for Schools,2011-12,11997,New York Philharmonic,ed0ed8c5-1154-4fc2-9144-aac79ae6b974
20453,2012-05-25T04:00:00Z,"Manhattan, NY",10:30AM,Avery Fisher Hall,Young People's Concerts for Schools,2011-12,11995,New York Philharmonic,2edcdcde-b3e3-4b74-b8ae-aa21c27be9a3
20454,2012-05-28T04:00:00Z,"Manhattan, NY",8:00PM,The Cathedral Church of Saint John the Divine,St. John the Divine,2011-12,11724,New York Philharmonic,c97cd692-58d6-4475-b117-6faeb4d4bf76
20455,2012-05-31T04:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11725,New York Philharmonic,80eb1cc6-e1e7-4f97-a5a3-c16ff6767b30
20456,2012-06-01T04:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11725,New York Philharmonic,80eb1cc6-e1e7-4f97-a5a3-c16ff6767b30
20457,2012-06-02T04:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11725,New York Philharmonic,80eb1cc6-e1e7-4f97-a5a3-c16ff6767b30
20458,2012-06-05T04:00:00Z,"Manhattan, NY",7:45PM,St. Regis Hotel,Chamber Concert (Private),2011-12,12002,NYP Presentation,0be09d57-36eb-4f4c-b2b6-f00990ebe465
20459,2012-06-06T04:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11726,New York Philharmonic,cc0353d3-0d16-448d-8d3b-652398222fe4
20460,2012-06-07T04:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,2011-12,11726,New York Philharmonic,cc0353d3-0d16-448d-8d3b-652398222fe4
20461,2012-06-08T04:00:00Z,"Manhattan, NY",11:00AM,Avery Fisher Hall,Subscription Season,2011-12,11726,New York Philharmonic,cc0353d3-0d16-448d-8d3b-652398222fe4
20462,2012-06-09T04:00:00Z,"Manhattan, NY",8:00PM,Avery Fisher Hall,Subscription Season,2011-12,11726,New York Philharmonic,cc0353d3-0d16-448d-8d3b-652398222fe4
20463,2012-06-08T04:00:00Z,"Manhattan, NY",7:00PM,Metropolitan Museum of Art,Contact!,2011-12,11727,New York Philharmonic,42fb81f1-4fb1-416a-b089-699923600639
